Latitude,Longitude,River_distance_km,rainfall,population_density,LULC,river_discharge,GHSL_built_distance,Dissolved oxygen (mg/L),Potential of Hydrogen (pH),Total Dissolved Solids (mg/L),Nitrate N (mgN/L),Amonia N (mgN/L),Calcium (mg/L),Magnesium (mg/L),Sodium (mg/L),Chloride (mg/L),Sulphate (mg/L)
26.4722,80.3786,0.0,126.6372907480071,8584.025759016222,3,1236.4890098724059,11.014172828877339,6.119588727200463,7.9733078207538535,242.61306152006347,2.1909121960813662,0.7466860204900854,31.33536481184555,23.62956846543404,33.691278116371016,43.859559807888864,19.462579092746576
26.46988617234469,80.38386513026053,0.5838254471076144,125.20014985138499,8615.53667091928,3,1235.0325776872653,11.033469350140233,5.939338992004495,7.99495905036598,244.32782450846312,2.2188621401388477,0.7180957848853784,32.20608082499829,23.479449994288576,33.693488301014035,43.70196615900239,19.942800550841092
26.46757234468938,80.38913026052104,1.1676603540640809,128.0255633103968,8422.276585589936,3,1225.7695037506776,11.062407840325095,5.920820025985649,7.969674149960436,239.17579150050537,2.2264366770569675,0.7258620876584074,32.4503110899655,23.39312347580919,32.49867387791269,43.30315608303734,20.025801226566035
26.46525851703407,80.39439539078157,1.751504720141633,131.11866330895364,8482.392868622179,3,1219.673132351839,11.100865782431539,6.066896617543547,7.989887128247622,238.02032739382025,2.287315929328356,0.7227883357605204,33.01879596162937,24.196595799364744,33.81532532180973,41.583459718052154,20.4612370980576
26.46294468937876,80.3996605210421,2.3353585446086687,126.31347169249553,8373.801689730111,3,1254.6082754785896,11.148678124067661,6.068008020106635,7.927495323180819,236.02038282340035,2.236926188867726,0.7105010552900104,31.75190927348906,23.949339101981366,34.754298688875444,42.53120556675933,20.86632112088291
26.46063086172345,80.4049256513026,2.9192218267335592,126.77892244221987,8324.305100995201,3,1256.5414195590458,11.20563840062128,6.053915630702399,8.013000862239673,236.8759621813313,2.1674567067973585,0.6926347976303582,33.52403433321462,24.189031534055378,32.915271383728665,43.92612128133982,21.629811695729643
26.458317034068138,80.41019078156313,3.5030945657884596,132.68317866824367,8251.832827036811,3,1274.5984332773312,11.271500140641235,6.256895877318519,8.005935679236515,251.7172444592374,2.2071930938457016,0.7124656611583279,31.090902133053685,24.31449579521868,34.95837106953321,41.758791330665666,21.2880894600853
26.456003206412827,80.41545591182366,4.086976761041689,130.7106194804263,8161.769019896269,3,1277.414811156237,11.34597854044211,6.328379604586485,7.9748047522848005,244.57150047667574,2.1291433249569587,0.700332320287191,32.95476322185461,24.144326120743727,34.39212100304759,40.02375393159074,20.892806590499948
26.453689378757517,80.42072104208417,4.670868411761541,127.46099902734798,8121.930966585047,3,1293.7121818906803,11.428752392525809,6.2330255395461105,8.035633935115406,233.79132540520675,2.188921375321205,0.7016290141405322,33.272097871897934,24.29969375923823,33.2168857188986,42.43172798312311,22.49203952885003
26.451375551102206,80.4259861723447,5.254769517220091,130.95630574526783,7983.841635802246,3,1270.0181215431464,11.51946625016563,6.478028377571035,8.048709363191588,233.44207737189438,2.1211884716051057,0.678278423871979,34.373185334217055,24.006022808146017,33.66158020217324,42.37848937822317,21.739202358780986
26.449061723446896,80.43125130260522,5.838680076685581,128.39543842592468,7936.5019437469355,3,1315.063353391052,11.617732808458417,6.12364564859285,7.949004151804963,240.13185750072748,2.109480624737167,0.6960605780203576,34.088166554990146,23.55502537578271,35.12594721499,42.51727985952749,22.363404881137747
26.446747895791585,80.43651643286573,6.422600089426223,128.84319787285372,7810.148509715614,3,1300.6500642047356,11.72313548034706,6.306121739646152,7.985045278298173,239.80510074369553,2.1272060364256866,0.6554034278808281,33.14885077047743,24.44767709233101,34.233984181673165,42.98501729675876,22.8502473155442
26.444434068136275,80.44178156312626,7.0065295547140165,131.41836809878492,7682.896781044807,3,1346.1748525227542,11.835231144546858,6.269590291466519,7.987173583869603,239.16555177632185,2.022229453958112,0.6844176195426124,33.68821771143644,23.782379041562393,33.456495316438776,42.683197843930124,22.960115272805066
26.442120240480964,80.44704669338678,7.590468471817123,125.40190365366625,7524.58623559584,3,1298.845417730093,11.953553041006966,6.14064204639854,7.982854419914715,235.24983327331972,1.9907129934268681,0.6221158205774027,34.83770924471483,23.63600394012195,33.098606945600785,42.04836243731114,23.639768923876172
26.439806412825654,80.4523118236473,8.174416840004948,126.41319517371842,7409.636816961195,3,1355.2949826637346,12.077613788521344,6.453185183689246,8.056255523178553,235.01663887755814,1.9853755208810888,0.6438944995924877,34.81767684043184,23.930042467843908,33.23523388961801,42.845432216771165,23.563509287276364
26.437492585170343,80.45757695390782,8.758374658545602,130.3440057140189,7338.6184082237005,3,1332.4664703294513,12.206908498349485,6.493631670652707,8.018052210491327,236.03156193540403,2.002875481428129,0.6330355308156004,34.61937984176554,23.62580370428362,32.5500200096416,39.611949504662604,23.123562735294957
26.435178757515033,80.46284208416834,9.342341926710978,129.43178616787185,7182.617136942872,3,1323.3974852517995,12.340917957259572,6.786442080458408,8.018043783238634,234.22173430195625,1.893680264363889,0.6020309171110244,34.89931400508674,23.812428568028043,30.95196024558463,41.57728398820968,24.87251183003145
26.43286492985972,80.46810721442887,9.926318643769307,133.84870282509803,6960.263233379393,3,1334.6497942994797,12.47911185322785,6.702681347860848,7.951366755532023,224.11944297325854,1.8206434218990053,0.6079609920361919,36.04174145707654,24.10425223045933,34.511895259044955,41.43897304551731,24.1081366920039
26.430551102204408,80.47337234468938,10.51030480898827,130.61362081049856,6861.031923598732,3,1345.8053435349923,12.620952017155336,6.504048500682818,8.05989973314734,231.16019424210745,1.8573487506850137,0.6080315557403415,35.270973838345384,24.091957884959818,32.63428120021386,39.10307901852869,24.163688109271046
26.428237274549097,80.4786374749499,11.094300421639858,129.5283483984649,6736.427007095632,3,1368.562544500272,12.765895654346025,6.986265708160472,7.987926314302276,227.72473094207973,1.8517576354661485,0.5424858549869426,35.81444133265108,23.578243767267665,32.66701792382604,38.52072123540254,24.94428176875892
26.425923446893787,80.48390260521043,11.67830548099205,138.58539251637688,6454.564491699677,3,1378.3840788194186,12.913398540147108,6.942516235993407,8.04294638153648,230.85435674815182,1.8347008733530454,0.5698774017586744,37.820086487544664,23.72581601306538,32.065203190344704,39.05228108117145,24.810501973895086
26.423609619238476,80.48916773547094,12.262319986312797,133.92971302054826,6401.281880449631,3,1364.2817772412413,13.062918155076092,6.898494861817409,8.054722275215386,241.09387078591357,1.7475708686779576,0.5112770935976018,35.14382140812858,24.33292537843671,31.259583686517015,38.83691114174485,25.107269223086075
26.421295791583166,80.49443286573147,12.846343936873836,135.22342292864784,6174.4788604870455,3,1383.0764227126413,13.213916735896126,6.829512433136996,8.101144329934698,229.60221639060165,1.7112995375133297,0.52031586531668,34.99930209161049,24.082821960578663,31.553751666294954,40.0791968216481,26.373972069725518
26.418981963927855,80.499697995992,13.430377331943067,131.1553855471404,6067.563456443728,3,1434.1950595199426,13.365864220465484,6.772237123149739,7.997455729490633,225.84168206780421,1.719957667858318,0.5451902890580199,37.305006372494255,24.694137659752847,30.078334531270638,38.25548827219441,25.208816344266154
26.416668136272545,80.5049631262525,14.014420170788364,134.20006701415744,5830.724238522397,3,1433.6641333719836,13.518241065759335,6.91323210720664,7.9321056899237625,229.73444251000464,1.5905844431180138,0.4978472025282461,36.33189940894459,24.31479710193544,33.36145870475266,37.66692046834827,25.404191985948085
